"table", 1,-1,0, 9, 13,"taxes","province", 1,0,0, 1,0,"budget_table_sys_1"
,"disability_grants","old_age_pensions","child_support","other_state_benefits","income_tax","employers_uif","employees_uif","vat","spirits","wine","beer","tobacco","petrol",
western_cape, 1.01886956674854E+09, 2.37373412250211E+09, 1.86354446850058E+09, 3.73626672135398E+07, 5.55820353041769E+10, 8.93443144580916E+08, 8.87953374186625E+08, 3.00114465240777E+10, 7.32340648025274E+08, 6.79370464269052E+08, 5.98789077343352E+08, 2.18151233563806E+09, 2.59507610059267E+09,
eastern_cape, 2.24433787414590E+09, 5.35651776285353E+09, 4.71926029729006E+09, 2.57634106036616E+08, 1.23634189692324E+10, 5.38099227766300E+08, 5.34285657482662E+08, 1.69202987398819E+10, 4.76685258655388E+08, 1.29617516129219E+08, 5.59524274324355E+08, 1.13554036831301E+09, 1.30792738308109E+09,
northern_cape, 4.94193035803462E+08, 6.30340959106156E+08, 6.66159840197550E+08, 3.71555483123511E+07, 2.10827568729311E+09, 1.03808454546034E+08, 1.03028114603031E+08, 2.87640165780905E+09, 3.80155281751998E+07, 3.87096173290168E+07, 8.26769605575148E+07, 3.02846311696869E+08, 2.35815485195687E+08,
free_state, 7.64408361496160E+08, 1.69603816447331E+09, 1.68902013968313E+09, 7.81443775524693E+07, 1.20817344156884E+10, 3.54335347030677E+08, 3.52120984783241E+08, 1.10390885398563E+10, 1.44183319777616E+08, 6.38701107253606E+07, 2.97007902313887E+08, 6.92814135800100E+08, 9.77599713552824E+08,
kwazulu_natal, 3.24651400145138E+09, 6.23811072376998E+09, 6.31157814691201E+09, 2.57834328692185E+08, 2.04311560047627E+10, 8.85953315170335E+08, 8.79825824521073E+08, 2.45802843026323E+10, 4.38643821665087E+08, 1.03821547029398E+08, 7.80185057213435E+08, 1.07171284085742E+09, 1.96156506810202E+09,
north_west, 7.02684979204420E+08, 1.95804905982165E+09, 1.66535497148350E+09, 5.92984520305727E+07, 8.38827813050934E+09, 4.12354777651156E+08, 4.09601280678658E+08, 1.00887835218686E+10, 1.00238211997242E+08, 6.89226163748268E+07, 5.68480462565510E+08, 5.57900192293939E+08, 8.83939272089198E+08,
gauteng, 1.42504324753918E+09, 3.84038031097472E+09, 3.12094180201905E+09, 2.07046572983105E+08, 7.44941396541854E+10, 2.08774147631147E+09, 2.07562376650126E+09, 5.58494091667366E+10, 7.87690488795485E+08, 4.11404371560106E+08, 2.72642117282005E+09, 2.80463277095841E+09, 5.11336358733358E+09,
mpumalanga, 4.88900556700131E+08, 1.99658584829044E+09, 2.08353068385455E+09, 1.78232909763128E+08, 7.54547272613635E+09, 3.14195486085881E+08, 3.11962006892366E+08, 9.65508105724695E+09, 5.39590425129810E+07, 3.20280486868383E+07, 3.75126776441516E+08, 4.59489435718080E+08, 5.57584522086133E+08,
limpopo, 1.13307386646760E+09, 4.36333554261757E+09, 3.77602658311301E+09, 3.09305594034985E+08, 7.71405570948007E+09, 3.04805506129731E+08, 3.02522653679380E+08, 1.00010886196878E+10, 3.96058079119937E+07, 3.43509501667213E+07, 5.24831509777681E+08, 4.10273715382628E+08, 6.41713730785226E+08,
, 1.15180254895568E+10, 2.84530924944094E+10, 2.58954169330534E+10, 1.42201455661895E+09, 2.00708566601465E+11, 5.89473673527255E+09, 5.85692366332831E+09, 1.71021882129798E+11, 2.81136212751626E+09, 1.56209524227054E+09, 6.51304319335730E+09, 9.61672210665847E+09, 1.42745848628184E+10,
"table", 2,-1,0, 9, 13,"taxes","tenure", 1,0,0, 1,0,"budget_table_sys_1"
,"disability_grants","old_age_pensions","child_support","other_state_benefits","income_tax","employers_uif","employees_uif","vat","spirits","wine","beer","tobacco","petrol",
